episode;date;teaser
1033;17-1-2020;Alain Caron proeft verse Turkse yoghurt, gemaakt in Rotterdam en binnen is buiten in het bijzondere, moderne, glazen huis van Jan en Jo.
1034;18-1-2020;Bas en Cheyenne wonen in een historische pand in Alkmaar en Alain gaat op bezoek bij een biologische pluimveehouder.
1035;19-1-2020;Lex woont in een industriele loft in Eindhoven en Sharon maakt een stamppot met een tropische twist.
1036;20-1-2020;Wonen in een paalwoning in de Hengelose wijk Kasbah, Ramon maakt handgemaakte egg noodles met paksoi en buikspek en Marieke is op Walcheren.
1037;21-1-2020;Marie-José en Jan hebben een kerk verbouwd tot huis, Sharon wokt met jackfruit en Natuurderij Keizersrande zorgt voor dieren én de natuur.
1038;22-1-2020;Leon Mazairac is op Vlieland en kookt met vakgenoot Robert Buurma en het zelfontworpen huis van Brigitte heeft een Aziatische uitstraling.
1039;23-1-2020;Sharon maakt een groentenbowl, Martin verandert een voortuin en de geschiedenis van de Fundatie van de Vrijvrouwe van Renswoude.
1040;24-1-2020;Alain ontmoet Joost Rietveld, die een app ontwikkelde tegen voedselverspilling en een bijzonder loft in de oude boterbeurs van Dordrecht.
1041;25-1-2020;Een opgeknapt herenhuis in Haarlem, Sharon maakt stamppot met een tropische twist en Nanning is op een bijzondere manier hobbyboer geworden.
1042;27-1-2020;Wonen in de gerestaureerde watertoren van Uppel, Sharon maakt een Antilliaanse ovenschotel en Wim en Els hebben een kudde van 42 alpaca's.
1043;28-1-2020;Luka heeft haar knusse huisje creatief ingericht, Ramon maakt een chocolade trifle en een romantische tuin in het Zuid-Limburgse Sibbe-IJzeren.
1044;29-1-2020;Theo-Bert moderniseert de woonkamer van Erika in IJsselstein en Leon en Lendl brouwen een rum met natuurlijke ingrediënten.
1045;30-1-2020;Een duurzaam huis met uitzicht over de Waal, Nadia bakt zonder gluten, suiker en lactose en Camilla geeft tips voor de vogels in je tuin.
1046;31-1-2020;Een oude elektronikawinkel is nu het fijne woonhuis van Liesbeth en Peter en Alain Caron proeft echte miso van de Japanse Erika.
1047;1-2-2020;"Een hippe, industriele loft in Eindhoven, Sharon maakt cassavesoep met kip; en Natuurderij Keizersrande zorgt voor dieren én de natuur."
1048;2-2-2020;Wonen in een historisch huis in Breda, Alain Caron proeft verse Turkse yoghurt in Rotterdam en Martin maakt een kindvriendelijke tuin.
1049;3-2-2020;In Gouda woont Els in een appartement in het oude zwembad en Ramon bezoekt de zuurkoolfabriek in Langedijk, een oud familiebedrijf.
1050;4-2-2020;Een huis vol 19e eeuwse romantiek, Sharon kookt Indiaas en Marieke is in moerassig natuurgebied De Mieden in Noordoost-Friesland.
1051;5-2-2020;Een zelfontworpen villa in Bilthoven, Alain kookt honderd procent plantaardig en Mieke Elekan laat zien dat kale bomen in de winter prachtig zijn.
1052;6-2-2020;Het kleurrijke, barokke interieur van Berry in Delft en overgebleven keien uit de ijstijd op het zwerfsteneneiland in Utrecht.
1053;7-2-2020;Een 150 jaar oude duurzame langgevelboerderij in Brabant, Leon maakt een stoofpot van vis en Martin knapt de tuin van een jong gezin op.
1054;8-2-2020;Een kleuterschool wordt een gezinshuis, Ramon maakt een kipgerecht en twee dierenminnende dierenartsen.
1055;9-2-2020;Theo-Bert verandert een woonkamer, Leon kookt op Vlieland en aaibare alpaca's in Rhoon.
1056;10-2-2020;Petra woont in een voormalige drukkerij, Ramon maakt curry en de es dreigt te verdwijnen uit het Nederlandse landschap.
1057;11-2-2020;Rieme en Hans zijn gelukkig in hun oude brugwachtershuis vol verzamelingen en Nadia Zerouali maakt tiramisu van duurzame koffie.
1058;12-2-2020;Wonen in een duurzame oude school, Sharon maakt pikante Italiaanse kip en en stadsecoloog Fred laat de natuur van Amsterdam-Noord zien.
1059;13-2-2020;Theo-Bert maakt een witte slaapkamer knus en kleurrijk, Ramon maakt preistoep en zwanenexpert Jan over de eeuwige liefde tussen zwanen.
1060;14-2-2020;Valentijnsspecial met Alain Caron die met zes singles kookt, in de hoop het liefdesvuur tussen hen te ontbranden, immers: de liefde gaat door de maag.
1061;15-2-2020;Een kubuswoning in Helmond, Ramon maakt een triffle en boswachter Marieke bezoekt pingoruà¯nes.
1062;16-2-2020;Een delftsblauw interieur in Delft en een wintervoedseltuin voor vogels met Camilla.
1063;17-2-2020;Pleunie woont in Bossche bolwoning, Sharon maakt een havermoutomelet en Marieke ontdekt het Leersumse veld met de mountainbike.
1064;18-2-2020;Valentijn Carbo laat een huis van de beroemde architect Gerrit Rietveld zien en Leon maakt een gerecht met de oude kaas van de familie Captein.
1065;19-2-2020;De familie Loomans is met hun zeer kleurrijke huis klaar voor carnaval en Ramon proeft natuurlijke chocopasta, zonder toegevoegde suikers.
1066;20-2-2020;Een duurzame schuurwoning in Drenthe, Ramon maakt gevulde gehaktbal met stamppot voor carnaval en Martin maakt de tuin van Nannie vrolijk.
1067;21-2-2020;Wonen in een oude hofstede, Sharon maakt stamppot met speklapjes en natuurgids Johan jut op het strand bij Bergen aan Zee.
1068;22-2-2020;Een oude boterbeurs wordt een sfeervolle loft en Ramon bezoekt een zuurkoolfabriek in Noord Holland.
1069;23-2-2020;Een duurzaam huis in de uiterwaarden van de Waal en Leon maakt een visstoofpot waarbij alles van de vis wordt gebruikt.
1070;24-2-2020;Wonen in een oud Nijmeegs meisjesklooster, Ramon maakt Chinees-Surinaamse tjauw min moksi metie en Camilla spot vogels in de Amsterdamse Pijp.
1071;25-2-2020;Duurzaam huis aan de Rotterdamse pier, Sharon maakt Japanse noedelsoep en natuurfotograaf Arie van den Hout is op de Westerheide in Hilversum.
1072;26-2-2020;In Amsterdam wonen Roef en Peter in een huis vol eigengemaakte ornamenten en Alain Caron proeft duurzame chocolade.
1073;27-2-2020;Theo-Bert richt een dagbestedingsruimte in en Nadia haalt zout uit Zeeland.
1074;29-2-2020;Een nieuwbouwhuis vol vintagevondsten, Sharon maakt biefstukpuntjes met mayonaise en frietjes en de betoverende tuin van Kasteel Wijlre.
1075;1-3-2020;Een huis met bijzonder behang en Ramon maakt curry met eieren.
1076;2-3-2020;Wonen in een huis vol retro- en kringloopvondsten, Ramon maakt een Russische eiersalade en Marieke is op zoek naar zwijnen in Limburg.
1077;3-3-2020;Albert en Karin hebben in Zevenhoven een kerk helemaal verduurzaamd en Leon en Lendl brouwen bier op Vlieland.
1078;4-3-2020;Astrid houdt van veel kleur in haar huis, Sharon maakt een groentenstoofgerecht en Martin maakt een grijze tuin in Haarlem weer groen.
1079;5-3-2020;Esther woont in een bijzonder Rotterdams loft aan het spoor, Ramon maakt mergpijpjes en de exotische bamboejungle in Steenwijkerwold.
1080;6-3-2020;Miranda en Joost uit Dordrecht toveren een oud kantoorpand om tot fijn familiehuis en Alain is bij rookspecialist Frank in Amsterdam.
1081;7-3-2020;Een duurzame schuurwoning, Ramon maakt een lekkere preisoep en struinen door de duinen bij Bergen aan Zee.
1082;8-3-2020;Een gerestaureerde hofstede in Ridderkerk en Sharon kookt met jackfruit.
1083;9-3-2020;Nancy en Edward wonen in de Tilburgse duikklokwoning, Sharon maakt een lekkere boekweitpannenkoek en Marieke is op Landgoed Slangenburg in de Achterhoek.
1084;10-3-2020;Het huis van Marian en René in Almelo staat vol bijzondere kunstobjecten en Ramon is op de eerste drijvende boerderij in de Merwehaven in Rotterdam.
1085;11-3-2020;Nadia maakt waterkefir en Ramina woont in de voormalige molen van haar ouders in Hardenberg.
1086;12-3-2020;Alain proeft babka's en schaapsherder Anita Wichers showt de eerste lammetjes.
1087;13-3-2020;Theo-Bert brengt de tuinkamer van Klaas en Karin in voorjaarssfeer, Ramon maakt Thaise viskoekjes en een levende tuin voor stinzen in Geleen.
1088;14-3-2020;Een huis met prachtige ornamenten en een kaasboerderij in Zoeterwoude.
1089;16-3-2020;Een voormalige stoomdrukkerij is nu de droomwoning van Jantine en haar gezin en Margarit Gerrits verzorgt dieren op haar Nobele Hoeve.
1090;17-3-2020;Elif woont in duurzaam verbouwde appartement, Leon maakt een kervelsoepje en Martin knapt een dakterras op in Zwolle.
1091;19-3-2020;Een volledig verbouwd rietgedekt huis in Enschede, Sharon maakt vegetarische pilav en Marieke is op safari in de Noord-Brabantse Peel.
1092;20-3-2020;Een vintage inrichting in Meerkerk, Ramon maakt schuimtaart met frambozen en vanilleslagroom en krokussen op landgoed Overcingel in Assen.
1093;21-3-2020;Een kleurrijk huis aan het kanaal in Abcoude, Sharon maakt vegetarische ramen en stadsecoloog Fred Haaijen laat de natuur van Amsterdam-Noord zien.
1094;22-3-2020;Esther woont in een eigenzinnig loft langs het oude spoor in Rotterdam en Ramon maakt een Russische eiersalade.
1095;23-3-2020;Het huis van de Braziliaanse vintageliefhebber Pà¢mela bevat heel veel kleur, Ramon bezoekt een andijvieteler en Camilla spot de wilde eend.
1096;24-3-2020;Hendrik en Elsa wonen in klimaatneutraal jaren 60 huis, Sharon maakt appeltaart met amandelcrà¨me en bloesems in het Belgische Kalmthout.
1097;25-3-2020;In Elst leeft Lotte zich in haar huis uit op de kinderkamers, Nadia bezoekt een plantaardige kaaswinkel en stinzen in het Friese Kollum.
1098;26-3-2020;Een voormalig kantoorpand in Zeist is nu een heerlijk familiehuis en Alain zoekt truffels in Wageningen.
1099;27-3-2020;Theo-Bert frist een woonkamer in Oudorp op, Ramon bakt Utrechtse spritsen en bij hobbyboeren Karin en Henk is het een beestenboel.
1100;28-3-2020;Een vindingrijk huis in Meerkerk en Sharon kookt met vergeten groenten.
1101;29-3-2020;Een bolwoning in Den Bosch en Ramon maakt kaassoufflés en frieten.
1102;30-3-2020;De liefde van Lotty en Rick voor mystieke sferen en Victoriaanse details in hun huis, Ramon maakt een Turkse pide en Marieke is op Walcheren.
1103;31-3-2020;Een huis vol nostalgie en een vintage in Groenlo, Sharon maakt krokante boerenkool met paneer en Martin maakt een ecotuin in Monnickendam.
1104;1-4-2020;Paulien woont heerlijk in de voormalige bruinkoolgroeve van Heerlen en Alain is op pad met theesommelier Kiona en fromager Hans.
1105;2-4-2020;Een duurzame mantelzorgwoning in Leusden, Ramon maakt Beef Wellington en de natuur van het voormalige eiland Schokland.
1106;3-4-2020;De woning van Ella, Niko is een warm familiehuis met een bohemian interieur en Alain proeft een historisch broodje, de zeekaak uit Katwijk.
1107;4-4-2020;Een kleurrijk huis in Koudum, Ramon bakt een schuimtaart en Camilla vogelt op de Albert Cuyp.
1108;5-4-2020;Een kantoorpand omgebouwd tot droomhuis en bloeiende kerselaars in Arboretum Kalmthout.
1109;6-4-2020;Een kleurrijk interieur à  la Gaudi, Sharon maakt een notentaart en schapen- én koeienherder Elsbeth in Drenthe.
1110;7-4-2020;"Theo Bert maakt een walk-in closet; Sharon maakt een hazelnoot-walnotentaart; En Marieke geniet van de bloesems in de Betuwe."
1111;8-4-2020;Mode-echtpaar Herman en Kathy in hun rijksmonument en Alain bezoekt een geitenboerderij in Limburg.
1112;9-4-2020;De Keukenhof is vanwege corona zonder bezoekers. De tuinman toont ons de mooie bloemen enn Ramon maakt een paasgerecht: roastbeef met mosterdcrà¨me.
1113;10-4-2020;Brigitte en Bart wonen in een Veluwese boerderij en Alain proeft pure kruidenboters, gemaakt van de melk van weidevogelboeren.
1114;11-4-2020;Een kleurrijke casa in Raamsdonksveer, Ramon bakt spritsen en lammetjes in Overijssel.
1115;12-4-2020;Wonen in een voormalige gereformeerde kerk en Sharon maakt chicken piccata.
1116;13-4-2020;Een honderd jaar oude boerderij in Oudenhoorn, Sharon maakt crumble met rood fruit en boswachter Marieke spot boksende hazen.
1117;14-4-2020;Theo Bert helpt Kiki met het inrichten van haar bungalow en Ramon maakt pasta carbonara met een salade van groene asperges.
1118;15-4-2020;Alain Caron vist Hollandse ansjovis en een statige herenboerderij in Hillegom.
1119;16-4-2020;Een buitenplaats met grote allure in Velsen en Ramon maakt een gerecht met vleesopvolgers.
1120;17-4-2020;In Raalte proeft Alain Caron een bijzonder streekproduct: kruudmoes en tuinspecialist Martin laat zijn eigen tuin zien.
1121;18-4-2020;Een jaren 30-huis in Zaandam en de kleurenpracht van een gesloten Keukenhof.
1122;19-4-2020;Een romantisch gezinshuis in Terheijden en chef-kok Ramon maakt een klassieker: Beef Wellington.
1123;20-4-2020;Theo-Bert laat zien hoe je zelf je huis knusser en functioneler kunt maken en Sharon maakt een Surinaams gerecht: een vegetarische rotirol met aardappelchutney.
1124;21-4-2020;Ramon maakt bagels met eigengemaakte cream cheese en gerookte zalm en Marieke spot konijnen in de duinen.
1125;22-4-2020;Valentijn Carbo laat Huis Bartolotti zien, een verborgen parel in Amsterdam, en Sharon maakt een groentequiche om samen met je kind te maken.
1126;23-4-2020;Nadia Zerouali bereidt een bijzonder ontbijt voor de start van ramadan: foul medames met salade en Camilla spot de huismus in Marken en Amsterdam.
1127;24-4-2020;Wim en Nelleke wonen in een moderne, duurzame interpretatie van een historische langhuis en Ramon maakt oranje kasteeltjes voor Koningsdag.
1128;25-4-2020;Interieurontwerper Theo Bert realiseert een walk-in-closet, chef-kok Ramon bezoekt een andijviekweker en we gaan langs bij koeienherder Elsbeth.
1129;27-4-2020;Een koninklijke rondleiding door het stadspark van Maastricht en Désirée woont in hartje Maastricht in haar eigen monumentale paleisje.
1130;28-4-2020;Sharon maakt een creatief gerecht met houdbare producten en urban ecoloog André toont de gevolgen van de coronacrisis in zijn stad Rotterdam.
1131;29-4-2020;Nadia maakt handgerolde couscous tfaya met zeven groenten en tuinspecialist Martin laat zich inspireren door de Tuinen van Appeltern.
1132;30-4-2020;Een oud gymlokaal in Den Haag is duurzaam verbouwd tot familiehuis en Markus Eeftinck Schattenkerk ontdekt elke dag weer nieuwe plantjes op Buitenplaats Doornburgh.
1133;1-5-2020;Marga en Ron hebben een voormalige bloembollenschuur verbouwd tot woonhuis en Ramon maakt een brownie met zachte karamel, krokante pinda's en twee kleuren chocolade.
1134;2-5-2020;Een veluwse boerderij met brocante en Alain ontmoet gelukkige geiten.
1135;4-5-2020;Een speciale 4 mei-aflevering: Maarten en Rieke wonen in de bossen bij Arnhem in een voormalig militair schoolgebouw en Alain maakt een gerecht met tulpenbollen.
1136;5-5-2020;De beroemdste boomgaard van Joop Koopman in Bemmel en Ramon maakt versgebakken tortilla met lamsvlees.
1137;6-5-2020;Valentijn Carbo bezoekt Huis De Trompenburgh, een 17e-eeuwse architectonische parel, en Marieke is in een Nijmeegs voorjaarsbos: De Duivelsberg.
1138;8-5-2020;Een moederdagverrassing in huis door Theo-Bert voor zijn buurvrouw en Alain maakt asperges voor Moederdag.
1139;9-5-2020;Een romantisch huis in een bruinkoolgroeve, Alain proeft macarons en Camilla ziet wilde eenden.
1140;10-5-2020;Deze Moederdag een bijzondere mantelzorgwoning en Ramon kookt samen met zijn moeder een familiegerecht.
1141;11-5-2020;Nadia maakt een feestelijk ramadangerecht, b'stilla, en een uniek stukje poldernatuur tussen de hoge gebouwen van het Science Park in Amsterdam.
1142;12-5-2020;Het woonhuis van Joos en Paul is door hun zoon ontworpen, Sharon maakt een zomers pastagerecht en een heerlijke tuin vol klaprozen.
1143;13-5-2020;In Gouda hebben Sandra en Marco een oude garage verbouwd tot woning en Alain maakt kennis met huttentut-olie.
1144;14-5-2020;Interieurstylist Theo-Bert tovert een woonkamer om in Marokkaanse sfeer, Ramon maakt een traditionele vitello tonato en de grote rozentuin in Lottum.
1145;15-5-2020;Een gerestaureerde boerderij op landgoed Keppel en chef-kok Leon bezoekt een kruidenbedrijf dat het geurige theekruid Verveine teelt.
1146;16-5-2020;Hoogtepunten van het Binnenstebuitenfestival: boswandelingen, interieur- en tuinworkshops en kookdemonstraties van de chef-koks.
1147;18-5-2020;Wonen met zicht op een stadpaleis in Bergen op Zoom, zalm in een krokant jasje en op de Kortenhoefse plassen bloeien de waterplanten.
1148;19-5-2020;In Gouda wonen Ank en Maarten in een oude stoomdrukkerij, Nadia maakt een gerecht met frambozen en Suzanne heeft een permacultuur tuin in Den Haag.
1149;20-5-2020;Alain eet bloemen in Avenhorn en Ineke en Alexander wonen in hun droomhuis bij de bossen van Goirle.
1150;21-5-2020;Ramon maakt vitello tonato met makreel, in plaats van tonijn en op de Veluwe spot boswachter Rick de reuzenkever het vliegend hert.
1151;22-5-2020;Alain gaat zijn favoriete groente, lamsoortjes, snijden en tuinspecialist Martin helpt Annemarie en Florentijn met hun splitlevel tuin in Lisse.
